"","solID","mape","MAPE_train","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"37","3_169_6",0,0.0570687847421515,0.214660125211685,0.0521253769687369,0.0521253769687369,0.745562771509808,0.928244340820085,0.948426806810146,0.432880364094527,0.873973456034139,0.105464538316896,0.916033561782277,0.355005603195232,0.0108239680515977,0.66416264189857,0.564801470667087,0.730870051499765,0.225301968193916,0.974695233541076,0.799231805496988,0.978951020327263,0.948855471915332,0.465231433288471,1,27,FALSE
"38","3_169_7",0,0.0553737423682767,0.230045404530757,0.052850737022206,0.052850737022206,0.0930215171015755,0.829646618331227,0.836047990476045,0.260772979528065,0.395795617992233,0.174512487400705,0.43531199337936,0.115525530296285,0.220927834230757,0.628278883514169,0.68865045091965,0.839365973179815,0.540494152630412,0.868055393139371,0.347868979738558,0.423331020052053,0.307701017756705,0.94235396831513,2,25,FALSE
"39","3_172_1",0,0.057284302235202,0.210733947059748,0.0534264463665004,0.0534264463665004,0.0414595812292733,0.848804457792204,0.79261123239775,0.595318535551937,0.703797210202146,0.0262088262497251,0.549609362020996,0.0565286729293972,0.43762512657959,0.846425252111534,0.843869912770705,0.962521311197599,0.444370538639237,0.634057291834098,0.27906384428202,0.685586804465739,0.862918715096284,0.89122857835533,2,25,FALSE
"40","3_172_9",0,0.0563593701488836,0.219665973126855,0.0518680826689165,0.0518680826689165,0.67937813901299,0.942631115722809,0.971516699810068,0.245801919390991,0.873973456034139,0.105464538316896,0.916033561782277,0.814802590807944,0.20639094193542,0.630181228917911,0.564801470667087,0.730870051499765,0.357618397799083,0.832332416067546,0.570934217833023,0.547939888973524,0.948855471915332,0.465231433288471,1,27,TRUE
"41","3_173_3",0,0.0516524115657288,0.269026025498454,0.050549849072317,0.050549849072317,0.310343448072615,0.765050580058656,0.6872508886356,0.175999493821168,0.910304232069542,0.20765784356022,0.0399868237891875,0.523266684832221,0.295167366765657,0.524010904384297,0.735508859601516,0.528052562110799,0.631811336747895,0.783605858019477,0.291741801421388,0.596165007826375,0.686715097450758,0.305749908032883,4,15,FALSE
"42","3_173_7",0,0.0591327053690184,0.233457549854822,0.0530137448131134,0.0530137448131134,0.0736770140914878,0.819547417964531,0.883159125900759,0.3179050318355,0.625043649283239,0.124328612883754,0.772903568418561,0.706495786780147,1,0.650684460717996,0.288443039653624,0.917432016043973,0.304945767564236,0.225594284561116,0.561616559258298,0.750501919768598,0.716997058430883,0.646234168881282,4,15,FALSE
"43","3_181_6",0,0.0746166672918871,0.188860202586443,0.0577887924606435,0.0577887924606435,0.374691579026659,0.989923018481976,0.612565005725886,0.223113809322464,0.713739294090311,0.104290805297725,0.878083243498263,0.0112721134811617,0.340019785941363,0.71922580831531,0.881349197970543,0.895813216347918,0.433280303523521,0.898260427558336,0.0198992146864668,0.734677126494191,0.593768723165804,0.634649009350526,2,25,FALSE
"44","3_182_9",0,0.0558600032443363,0.239832902908707,0.0514632166560326,0.0514632166560326,0.384809088664097,0.977850435893286,0.974121902984499,0.10434769037132,0.846139402208887,0.105464538316896,0.874663114443141,0.52340090156649,0.284011428248502,0.457036721265539,0.573117150684678,0.500067878575156,0.222493500842173,0.739297241318496,0.752953432423303,0.261538170228574,0.838982017630303,0.424603823384006,1,27,FALSE
"45","3_184_9",0,0.0745014237603721,0.195619549959637,0.0576981286708353,0.0576981286708353,0.137440755815222,0.767699974202037,0.612565005725886,0.223113809322464,0.713739294090311,0.104290805297725,0.737558646475144,0.266308196971261,0.340019785941363,0.71922580831531,0.881349197970543,0.895813216347918,0.350054065689815,0.858584347441168,0.0198992146864668,0.734677126494191,0.593768723165804,0.634649009350526,2,25,FALSE
"46","3_186_4",0,0.0560884730088599,0.214997359638359,0.0522084135374665,0.0522084135374665,0.615979567724151,0.829646618331227,0.836047990476045,0.260772979528065,0.395795617992233,0.127509802157823,0.521672666093739,0.747449650230558,0.220927834230757,0.628278883514169,0.68865045091965,0.839365973179815,0.405041589452574,0.608616312263081,0.347868979738558,0.423331020052053,0.307701017756705,0.595013408931209,4,15,FALSE
